Drug1	Drug2	cell	synergy	fold
LENALIDOMIDE	ANASTROZOLE	NCIH322	-1.81	2
LENALIDOMIDE	ANASTROZOLE	NCIH226	-2.27	1
LENALIDOMIDE	ANASTROZOLE	SF295	-4.09	1
LENALIDOMIDE	ANASTROZOLE	RPMI8226	0.19	0
LENALIDOMIDE	ANASTROZOLE	OVCAR8	-2.45	1
LENALIDOMIDE	ANASTROZOLE	MALME3M	0.21	1
LENALIDOMIDE	ANASTROZOLE	LOXIMVI	-3.89	1
LENALIDOMIDE	ANASTROZOLE	KM12	-4.74	4
LENALIDOMIDE	ANASTROZOLE	K562	-1.45	0
LENALIDOMIDE	ANASTROZOLE	NCIH23	-3.3	0
LENALIDOMIDE	ANASTROZOLE	MOLT4	2.6	2
LENALIDOMIDE	ANASTROZOLE	MCF7	-2.85	1
LENALIDOMIDE	ANASTROZOLE	HL60	-0.09	2
LENALIDOMIDE	ANASTROZOLE	HCT116	-2.07	2
LENALIDOMIDE	ANASTROZOLE	HCT15	1.96	1
LENALIDOMIDE	ANASTROZOLE	IGROV1	-3.38	2
LENALIDOMIDE	ANASTROZOLE	HT29	-0.23	2
LENALIDOMIDE	ANASTROZOLE	ACHN	-2.02	3
LENALIDOMIDE	ANASTROZOLE	A549	-3.78	3
LENALIDOMIDE	ANASTROZOLE	A498	-2.27	1
LENALIDOMIDE	ANASTROZOLE	786O	-2.88	2
LENALIDOMIDE	ANASTROZOLE	DU145	-2.22	2
LENALIDOMIDE	ANASTROZOLE	COLO205	-0.7	0
LENALIDOMIDE	ANASTROZOLE	SKMEL28	-1.48	0
LENALIDOMIDE	ANASTROZOLE	MDAMB231	-1.86	1
LENALIDOMIDE	ANASTROZOLE	HS578T	0.18	3
LENALIDOMIDE	ANASTROZOLE	PC3	-0.64	1
LENALIDOMIDE	ANASTROZOLE	CAKI1	-2.1	3
LENALIDOMIDE	ANASTROZOLE	SKMEL2	-1.97	2
LENALIDOMIDE	ANASTROZOLE	BT549	-2.8	2
LENALIDOMIDE	ANASTROZOLE	T47D	-1.33	2
LENALIDOMIDE	ANASTROZOLE	MDAMB468	-1.84	0
LENALIDOMIDE	ANASTROZOLE	UACC62	-1.34	3
LENALIDOMIDE	ANASTROZOLE	NCIH522	-3.21	1
LENALIDOMIDE	ANASTROZOLE	SNB19	-2.99	4
LENALIDOMIDE	ANASTROZOLE	SKOV3	-2.33	1
LENALIDOMIDE	ANASTROZOLE	UACC257	0.78	1
LENALIDOMIDE	ANASTROZOLE	U251MG	-2.65	1
LENALIDOMIDE	ANASTROZOLE	SW620	-2.54	4
MITOXANTRONE	ARSENIC TRIOXIDE	SKMEL2	-15.69	0
MITOXANTRONE	ARSENIC TRIOXIDE	CAKI1	-15.58	1
MITOXANTRONE	ARSENIC TRIOXIDE	SKMEL5	-11.4	2
MITOXANTRONE	ARSENIC TRIOXIDE	PC3	-8.04	2
MITOXANTRONE	ARSENIC TRIOXIDE	MDAMB231	-15.65	0
MITOXANTRONE	ARSENIC TRIOXIDE	SKMEL28	-9.56	2
MITOXANTRONE	ARSENIC TRIOXIDE	SW620	-17.41	3
MITOXANTRONE	ARSENIC TRIOXIDE	U251MG	-24.24	0
MITOXANTRONE	ARSENIC TRIOXIDE	UACC257	0.47	3
MITOXANTRONE	ARSENIC TRIOXIDE	SKOV3	-16.97	0
MITOXANTRONE	ARSENIC TRIOXIDE	SNB19	-21.19	0
MITOXANTRONE	ARSENIC TRIOXIDE	NCIH522	-17.29	1
MITOXANTRONE	ARSENIC TRIOXIDE	UACC62	-13.36	2
MITOXANTRONE	ARSENIC TRIOXIDE	T47D	-11.07	2
MITOXANTRONE	ARSENIC TRIOXIDE	BT549	-16.02	2
MITOXANTRONE	ARSENIC TRIOXIDE	MCF7	-11.77	1
MITOXANTRONE	ARSENIC TRIOXIDE	MOLT4	-35.23	3
MITOXANTRONE	ARSENIC TRIOXIDE	NCIH23	-18.07	1
MITOXANTRONE	ARSENIC TRIOXIDE	K562	-15.03	1
MITOXANTRONE	ARSENIC TRIOXIDE	MALME3M	-7.37	3
MITOXANTRONE	ARSENIC TRIOXIDE	OVCAR8	-19.11	1
MITOXANTRONE	ARSENIC TRIOXIDE	RPMI8226	-20.56	3
MITOXANTRONE	ARSENIC TRIOXIDE	SF295	-14.28	2
MITOXANTRONE	ARSENIC TRIOXIDE	NCIH226	-16.19	1
MITOXANTRONE	ARSENIC TRIOXIDE	NCIH322	-4.47	2
MITOXANTRONE	ARSENIC TRIOXIDE	NCIH460	-24.24	4
MITOXANTRONE	ARSENIC TRIOXIDE	OVCAR4	-5.96	2
MITOXANTRONE	ARSENIC TRIOXIDE	COLO205	-20.59	2
MITOXANTRONE	ARSENIC TRIOXIDE	DU145	-17.48	1
MITOXANTRONE	ARSENIC TRIOXIDE	786O	-19.93	0
MITOXANTRONE	ARSENIC TRIOXIDE	A498	-15.18	0
MITOXANTRONE	ARSENIC TRIOXIDE	A549	-22.13	0
MITOXANTRONE	ARSENIC TRIOXIDE	ACHN	-21.2	3
MITOXANTRONE	ARSENIC TRIOXIDE	IGROV1	-4.91	2
MITOXANTRONE	ARSENIC TRIOXIDE	HCT15	-16.5	4
MITOXANTRONE	ARSENIC TRIOXIDE	HCT116	-20.25	3
MITOXANTRONE	ARSENIC TRIOXIDE	HL60	-30.68	2
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	A498	2.02	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	786O	-1.68	2
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	ACHN	-2.65	0
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	A549	-1.03	2
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	COLO205	5.05	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	DU145	0.49	4
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	HCT15	2.06	4
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	HL60	13.81	0
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	HCT116	-0.28	1
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	IGROV1	-0.9	2
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	HT29	2.02	2
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	KM12	4.76	1
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	K562	0.44	4
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	MALME3M	-0.2	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	LOXIMVI	-3.05	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	MOLT4	-0.33	4
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	MCF7	6.84	1
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	NCIH23	-1.88	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	NCIH322	0.29	4
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	NCIH226	-2.51	2
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	OVCAR4	-1.84	2
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	NCIH460	1.06	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	RPMI8226	6.45	1
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	OVCAR8	-0.52	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	SF295	-2.44	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	SKOV3	1.27	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	SNB19	0.61	4
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	SW620	6.95	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	UACC257	0.54	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	U251MG	-3.76	2
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	T47D	-1.7	4
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	MDAMB468	-0.7	0
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	BT549	0.43	0
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	UACC62	-0.5	0
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	NCIH522	-1.78	0
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	SKMEL5	0.42	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	PC3	-0.86	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	SKMEL2	1.13	0
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	CAKI1	-5.77	4
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	MDAMB231	-2.22	3
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	HS578T	6.24	1
PAZOPANIB HYDROCHLORIDE	ANASTROZOLE	SKMEL28	1.63	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	HCT116	-12.05	2
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	HL60	5.14	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	HCT15	-1.53	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	HT29	-6.17	3
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	IGROV1	-1.92	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	A549	-10.31	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	ACHN	1.92	0
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	786O	11.72	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	A498	3.13	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	DU145	19.55	3
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	COLO205	3.47	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH460	15.49	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR4	-1.67	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH226	-5.13	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH322	4.82	0
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	SF295	9.54	0
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR8	7.61	0
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	RPMI8226	22.43	2
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	LOXIMVI	-2.01	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	MALME3M	-5.25	0
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	K562	16.81	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	KM12	6.5	3
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH23	2.03	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	MCF7	-0.97	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	MOLT4	30.3	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	BT549	14.18	3
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB468	16.04	3
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	T47D	14.25	0
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH522	19.84	0
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	UACC62	16.31	2
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	SNB19	15.68	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	SKOV3	8.91	3
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	U251MG	1.63	0
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	UACC257	0.5	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	SW620	-0.63	1
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL28	-2.7	2
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	HS578T	18.0	2
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB231	-3.01	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	PC3	-0.68	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL5	3.47	4
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	CAKI1	-2.65	2
RUXOLITINIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL2	17.36	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	KM12	5.09	3
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	K562	4.0	4
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	MALME3M	0.55	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	LOXIMVI	3.37	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	MOLT4	24.17	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	MCF7	11.19	4
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	NCIH23	7.42	3
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	NCIH322	10.41	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	NCIH226	3.12	4
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR4	-1.72	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	NCIH460	16.34	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	RPMI8226	24.4	2
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR8	3.13	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	SF295	12.57	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	A498	5.49	2
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	ACHN	10.17	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	A549	4.16	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	COLO205	7.99	2
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	DU145	21.51	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	HCT15	3.05	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	HL60	2.61	4
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	HCT116	5.04	2
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	IGROV1	-1.28	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	HT29	6.77	4
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL5	9.54	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	PC3	1.66	3
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL2	22.86	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	CAKI1	6.1	2
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB231	1.16	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	HS578T	24.71	4
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL28	-2.42	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	SKOV3	14.39	3
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	SNB19	17.1	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	SW620	7.99	4
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	UACC257	3.21	2
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	U251MG	3.75	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	T47D	7.14	1
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB468	23.77	4
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	BT549	15.71	0
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	UACC62	5.67	3
VISMODEGIB	DAUNORUBICIN HYDROCHLORIDE	NCIH522	19.14	0
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	HCT15	13.01	3
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	HCT116	-2.25	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	HL60	0.91	4
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	HT29	1.19	4
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	IGROV1	-4.27	3
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	786O	16.2	3
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	A498	6.39	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	A549	-1.82	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	ACHN	5.97	0
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	COLO205	-1.81	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	DU145	22.75	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH226	-3.46	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH322	5.67	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH460	14.68	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR4	-1.61	0
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR8	7.05	4
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	SF295	7.87	3
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	K562	2.73	4
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	KM12	11.21	3
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	LOXIMVI	-4.12	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	MALME3M	-4.84	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	MCF7	-1.2	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	MOLT4	19.78	4
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH23	1.61	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB468	15.72	4
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	T47D	5.62	0
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	BT549	8.38	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	NCIH522	15.74	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	UACC62	1.1	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	SKOV3	9.43	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	SNB19	20.87	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	SW620	-0.21	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	U251MG	0.7	4
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	UACC257	1.71	4
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	HS578T	2.17	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB231	-4.31	3
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL28	5.6	2
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL5	5.11	4
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	PC3	-3.57	0
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL2	19.42	1
CRIZOTINIB	DAUNORUBICIN HYDROCHLORIDE	CAKI1	1.89	0
MEGESTROL ACETATE	DASATINIB	RPMI8226	-1.31	4
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB231	0.03	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	HS578T	13.55	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL28	-4.0	3
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL2	17.74	4
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	CAKI1	3.41	1
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	SKMEL5	4.25	4
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	PC3	-3.83	4
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	UACC62	-1.11	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	NCIH522	10.95	3
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	T47D	-0.15	1
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	MDAMB468	14.38	3
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	BT549	11.97	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	SW620	5.56	2
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	UACC257	-1.85	1
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	U251MG	1.74	3
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	SKOV3	6.39	1
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	SNB19	16.38	4
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	RPMI8226	24.4	3
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR8	10.16	4
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	SF295	11.36	1
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	NCIH322	8.06	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	NCIH226	-3.86	2
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	OVCAR4	-3.26	3
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	NCIH460	7.89	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	MCF7	0.22	4
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	NCIH23	4.28	2
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	KM12	14.38	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	K562	3.32	2
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	MALME3M	-4.75	4
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	LOXIMVI	1.61	3
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	IGROV1	8.3	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	HT29	7.51	2
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	HCT15	13.03	2
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	HL60	7.82	3
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	HCT116	3.16	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	COLO205	2.16	2
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	DU145	13.74	2
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	A498	10.41	4
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	786O	14.9	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	ACHN	-0.38	0
VANDETANIB	DAUNORUBICIN HYDROCHLORIDE	A549	5.9	4
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	OVCAR4	-8.73	4
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	NCIH460	20.44	1
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	NCIH322	8.72	0
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	NCIH226	-5.67	1
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	SF295	6.68	0
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	OVCAR8	12.02	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	MALME3M	-5.9	0
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	LOXIMVI	-10.78	0
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	KM12	8.78	4
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	K562	-3.31	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	NCIH23	-6.13	1
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	MOLT4	19.68	1
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	MCF7	0.78	2
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	HL60	11.01	1
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	HCT116	10.53	0
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	HCT15	20.98	1
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	IGROV1	0.25	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	ACHN	0.33	4
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	A549	11.9	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	A498	3.65	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	786O	8.27	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	SKMEL28	5.58	1
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	MDAMB231	7.87	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	PC3	10.58	2
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	SKMEL5	-0.76	4
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	CAKI1	-0.12	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	SKMEL2	15.78	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	BT549	5.74	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	MDAMB468	6.36	3
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	UACC62	3.83	2
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	SNB19	14.5	0
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	SKOV3	12.01	0
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	UACC257	0.79	4
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	U251MG	-7.96	1
CABAZITAXEL	DAUNORUBICIN HYDROCHLORIDE	SW620	-10.49	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	DU145	-5.65	0
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	COLO205	1.83	2
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	ACHN	7.96	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	A549	-1.19	1
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	A498	-6.72	2
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	786O	-3.28	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	IGROV1	0.67	1
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	HT29	-2.95	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	HL60	-3.09	4
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	HCT116	-0.47	4
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	HCT15	-4.64	4
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	NCIH23	-4.59	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	MOLT4	-1.98	0
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	MCF7	-3.32	4
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	MALME3M	-0.77	0
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	LOXIMVI	1.83	3
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	KM12	-4.89	4
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	SF295	8.89	2
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	RPMI8226	-9.18	0
LENALIDOMIDE	DAUNORUBICIN HYDROCHLORIDE	OVCAR8	-6.93	3
